r,Product SKU,Brand,Parent Category,Sub Category 1,Sub Category 2,Brand Category,Product Name,Weight,Dimensions,Optimised Description?,PDP?,Promo Badges,Number of Offer Categories,Bulk Pricing Rules?,Cross Sells Updated?,Number of Images,Filters Correct?,Batteries Included,Part of a Recipe?,Cost Price ex VAT,Selling Price inc VAT,Selling Price ex VAT,Sale Price inc VAT,Calculated Profit % Per Unit,Stock Value,Calculated Revenue ,Availabile Stock,Supplier Stock,Promotion Availability,On Order?,Total Sales this Year,Total Sales Last Year,Best Seller Status
190575,MAKPDMR055,Makita ,Power Tools,Radios & Speakers,,Makita Lighting & Torches,Makita DMR055 18V/14.4V LXT Cordless Radio Lantern (Body Only),Y,Y,,N,N,15,N,02.10.25,3,,0,N,55.2,79.49,66.24166667,0,16.67%,0,2517.183333,0,0,0,12,0,38,D
190576,MAKPDMR056,Makita ,Power Tools,Radios & Speakers,,Makita Lighting & Torches,Makita DMR056 Cordless Bluetooth DAB/DAB+ Radio Lantern (Body Only),Y,Y,,N,N,0,N,02.10.25,,,0,N,105.84,156.22,130.1833333,131.23,18.70%,0,2864.033333,0,0,0,0,0,22,D
190577,MAKP191L47-8,Makita ,Accessories,Batteries & Chargers,Batteries,XGT 40V | 80V Max Batteries & Chargers,Makita BL4050F 40V Max XGT 5.0Ah Battery,Y,Y,,N,N,0,N,29.11.24,3,,1,Y,127.88,164.99,137.4916667,0,6.99%,2173.89,105868.5833,17,0,17,10,7,770,A
190578,MAKACGM00002283,Makita ,Electrical & Lighting,Lighting,Accessories,Makita Lighting & Torches,Makita GM00002283 Twin Light Tripod for DML805,Y,Y,,N,N,0,N,02.10.25,,,N/A,N,29.95,44.93,37.44166667,0,20.01%,0,711.3916667,0,0,0,0,0,19,D
190579,MAKPDML816,Makita ,Electrical & Lighting,Lighting,Torches,Makita Lighting & Torches,Makita DML816 18V LXT Cordless LED Flashlight (Body Only),Y,Y,,N,N,2,N,02.10.25,,,0,N,24.52,34.99,29.15833333,0,15.91%,1250,3644.791667,70,0,70,0,5,125,C
190580,MAKP191X65-8,Makita ,Accessories,Batteries & Chargers,Batteries,XGT 40V | 80V Max Batteries & Chargers,Makita BL4080F 40V Max XGT 8.0Ah Battery,Y,Y,,N,N,0,N,29.11.24,3,,1,Y,176.12,229.99,191.6583333,0,8.11%,9686.37,74555.09167,53,0,53,0,13,389,B
193904,MAKPDTW1002ZJ,Makita ,Power Tools,Impact Wrenches,,Makita Impact Wrenches,"Makita DTW1002ZJ LXT 18V 1/2"" Brushless Impact Wrench in a Makpac Case (Body Only)",Y,Y,,N,N,2,N,11.03.25,3,,0,N,190.39,283.3,236.0833333,0,19.35%,0,2124.75,0,0,4,0,1,9,E
193906,MAKPAN924,Makita ,Power Tools,Nail Guns & Staple Guns,,Makita Nailers & Staple Guns,Makita AN924 90mm Framing Pneumatic Nailer,Y,Y,,N,N,0,N,#N/A,,,N/A,N,200.7,276.73,230.6083333,0,12.97%,0,0,0,0,0,0,0,0,F
193907,MAKPHR4003C/2,Makita ,Power Tools,SDS Max Hammer Drills,,Makita SDS Max Hammer Drills,Makita HR4003C/2 Corded Rotary Demolition Hammer 1100W 240V,Y,Y,,N,N,0,N,28.05.25,,,N/A,N,498.62,700.07,583.3916667,0,14.53%,498.62,1750.175,1,0,1,0,0,3,E
193920,MAKAC832319-7,Makita ,Accessories,Tool Storage,,Makita Tool Storage,Makita 832319-7 Small Wide Mouth Tool Bag,Y,Y,,N,N,1,N,#N/A,,,N/A,Y,18.99,31.22,26.01666667,28.1,27.01%,0,0,0,0,0,0,0,0,F
193921,MAKPDHR202ZW,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR202Z LXT 18V 20mm 3-Mode SDS+ Rotary Hammer White (Body Only),Y,Y,,N,N,3,N,#N/A,,,0,Y,106.82,168.3,140.25,0,23.84%,0,0,0,0,0,0,0,0,F
193927,MAKPDMR301,Makita ,Power Tools,Radios & Speakers,,Makita Radios,Makita DMR301 12V/18V CXT/LXT Cordless Bluetooth DAB/DAB+ Charger Radio (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,172.87,248.93,207.4416667,0,16.67%,172.87,13691.15,1,0,1,3,0,66,D
193951,MAKPDHP484TJX9,Makita ,Power Tools,Combi Drills,,Makita Combi Drills,Makita DHP484TJX9 50th Anniversary 18V LXT Combi Drill with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,16.04.25,,,2,N,181.25,250.12,208.4333333,0,13.04%,0,2084.333333,0,0,0,0,0,10,E
193952,MAKACE66-050,Makita ,Accessories,Tool Storage,,Makita Holsters,Makita 66-050 50th Anniversary Tool Belt & Pouch Set,Y,Y,,N,N,0,N,#N/A,,,N/A,N,22.53,43.47,36.225,26.95,37.81%,0,0,0,0,0,0,0,0,F
193953,MAKPDHP482JX14,Makita ,Power Tools,Combi Drills,,Makita Combi Drills,Makita DHP482JX14 50th Anniversary 18V LXT Combi Drill with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,#N/A,,,2,N,183.3,259.55,216.2916667,0,15.25%,0,0,0,0,0,3,0,0,F
193967,MAKACB-33439,Makita ,Accessories,Power Tool Accessories,Circular Saw Blades,Makita Circular Saw/TCT Blades,Makita B-33439 Specialised Metal Cutting Blade 305mm x 25mm 60T,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,63.93,99.99,83.325,0,23.28%,127.86,2749.725,2,0,2,5,0,33,D
193968,MAKPHP488DAEX1,Makita ,Power Tools,Combi Drills,,Makita Combi Drills,Makita HP488DAEX1 18V G Series Combi Drill with 2x 2.0Ah Batteries & 74 Piece Bit Set,Y,Y,,N,N,0,N,#N/A,,,2,N,50,103.2,86,0,41.86%,0,0,0,0,0,0,0,0,F
193970,MAKPGA4530R/1,Makita ,Power Tools,Grinders,,Makita Grinders,Makita GA4530R 115mm Slim Corded Angle Grinder 720W 110V,Y,Y,,N,N,1,N,02.10.25,,,N/A,Y,49,70.56,58.8,0,16.67%,196,1176,4,0,4,0,0,20,D
193972,MAKACB-64696,Makita ,Accessories,Power Tool Accessories,Abrasives,Makita Abrasives,Makita B-64696 Cut Off Abrasive Wheel 355 x 2.5 x 25.4mm (5 Pack),Y,Y,,N,N,0,N,#N/A,3,,N/A,N,13.48,21.02,17.51666667,0,23.04%,0,0,0,0,0,0,0,0,F
193974,MAKGDUM604SFX,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUM604SFX 18V LXT Cordless Grass Shears with 1x 3.0Ah Battery,Y,Y,,N,N,2,N,#N/A,,,1,N,97.02,146.11,121.7583333,132.96,20.32%,0,0,0,0,0,0,0,0,F
193975,MAKACP-44002,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita P-44002 Drill & Screwdriver Bit Set (22 Pieces),Y,Y,,N,N,2,N,#N/A,2,,N/A,N,3.95,6.16,5.133333333,0,23.05%,0,2730.933333,0,0,0,0,0,532,A
193976,MAKGDUC355PT2,Makita ,Gardening,Chainsaws,,Makita Chainsaws,Makita DUC355PT2 Twin 18V LXT Brushless 350mm Chainsaw with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,16.06.25,,,2,N,385.02,503.61,419.675,0,8.26%,0,839.35,0,0,0,0,0,2,E
193977,MAKPAN454,Makita ,Power Tools,Nail Guns & Staple Guns,,Makita Nailers & Staple Guns,"Makita AN454 45mm 1-3/4"" Pneumatic Coil Nailer",Y,Y,,N,N,0,N,#N/A,,,N/A,N,101.38,139.41,116.175,0,12.74%,0,0,0,0,0,0,0,0,F
193978,MAKGDUC305PT2,Makita ,Gardening,Chainsaws,,Makita Chainsaws,Makita DUC305PT2 Twin 18V LXT Brushless 300mm Chainsaw with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,#N/A,,,2,N,372.74,503.9,419.9166667,0,11.23%,0,0,0,0,0,0,0,0,F
193979,MAKPDHR202SFW,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR202SFW 18V LXT Cordless SDS+ Rotary Hammer with 1x 3.0Ah Battery,Y,Y,,N,N,3,N,#N/A,,,1,N,146.8,228.28,190.2333333,0,22.83%,0,0,0,0,0,0,0,0,F
193980,MAKPDHR202STW,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR202STW 18V LXT Cordless SDS+ Rotary Hammer with 1x 5.0Ah Battery,Y,Y,,N,N,3,N,#N/A,,,1,N,165.96,238.98,199.15,0,16.67%,0,0,0,0,0,0,0,0,F
193981,MAKACDEBADP06,Makita ,Accessories,Batteries & Chargers,Batteries,Makita Batteries & Chargers,Makita DEBADP06 USB Battery Adaptor For CXT 12V Batteries,Y,Y,,N,N,2,N,#N/A,3,,N/A,N,6.41,9.22,7.683333333,0,16.57%,115.31,338.0666667,17,0,17,0,4,44,D
194045,MAKPDTW285ZJ,Makita ,Power Tools,Impact Wrenches,,Makita Impact Wrenches,"Makita DTW285ZJ 18V LXT 1/2"" Brushless Impact Wrench (Body Only)",Y,Y,,N,N,2,N,#N/A,3,,0,N,162.82,234.46,195.3833333,0,16.67%,0,0,0,0,0,0,0,0,F
194046,MAKPDKP180ZJ,Makita ,Power Tools,Planers,,Makita Planers,Makita DKP180ZJ 18V LXT 82mm Planer with Makpac Case (Body Only),Y,Y,,N,N,2,N,02.10.25,,,0,N,130.22,207.84,173.2,0,24.82%,0,5369.2,0,0,22,0,1,31,D
194053,MAKPDBO180ZJ,Makita ,Power Tools,Sanders,,Makita Orbital Sanders,Makita DBO180ZJ 18V LXT 125mm Random Orbit Sander in Makpac Case (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,83.97,127.97,106.6416667,0,21.26%,0,0,0,0,0,0,0,0,F
194058,MAKPBL1820B,Makita ,Accessories,Batteries & Chargers,Batteries,Makita Batteries & Chargers,Makita BL1820B 18V 2.0Ah LXT Lithium-Ion Battery,Y,N,,N,N,2,N,24.12.25,,,1,Y,34.66,45.75,38.125,0,9.09%,0,533.75,0,0,0,26,0,14,D
194061,MAKPMR007GZ02,Makita ,Power Tools,Radios & Speakers,,Makita Radios,Makita MR007GZ02 12V-40V DAB/DAB+ Job Site Bluetooth Radio (Body Only),Y,Y,,N,N,0,N,#N/A,,,0,N,138.24,190.77,158.975,0,13.04%,0,0,0,0,0,0,0,0,F
194077,M5JET300MAKITA,Makita ,Power Tools,Grinders,,Makita Grinders,"Makita DGA452Z LXT 18V Cordless 115mm Angle Grinder Kit with 1x 5.0Ah Battery, Blades, Gloves & Safety Kits",Y,N,,N,N,4,N,#N/A,,,1,N,220.24,824.74,687.2833333,412.37,67.95%,0,0,0,0,0,0,0,0,F
194086,MAKACA198987-9,Makita ,Accessories,Power Tool Accessories,Router Accessories,Makita Routers & Tile Cutters,Makita 198987-9 Router Tilt Base,Y,Y,,N,N,0,N,02.10.25,2,,N/A,Y,10,12.95,10.79166667,0,7.34%,0,183.4583333,0,0,0,0,0,17,D
194087,MAKACE-15126,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,"Makita E-15126 1/4"" Hex Drill & Bit Set (75 Pieces)",Y,Y,,N,N,0,N,#N/A,2,,N/A,N,11.94,18.62,15.51666667,0,23.05%,35.81,372.4,3,0,3,0,3,24,D
194088,MAKACE-11829,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita E-11829 Drill & Screw Bit Set (60 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,9.89,15.44,12.86666667,0,23.13%,38,2071.533333,8,0,8,0,5,161,C
194089,MAKACE-11994,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita E-11994 Impact Black Screw Bit Set (8 Pieces),Y,Y,,N,N,0,N,#N/A,2,,N/A,N,5.29,7.99,6.658333333,0,20.55%,26.44,898.875,5,0,5,0,5,135,C
194090,MAKACE-12011,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Screwdriver Bit Sets,Makita E-12011 Impact Black Screw Bit Set (10 Pieces),Y,Y,,N,N,0,N,#N/A,2,,N/A,Y,1,5.95,4.958333333,0,79.83%,4,961.9166667,2,0,2,0,16,194,C
194091,MAKACE-10506,Makita ,Hand Tools,Screwdrivers & Sets,,Makita Hand Tools,Makita E-10506 Slotted & Phillips Screwdriver Set (6 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,12.51,18.01,15.00833333,0,16.65%,0,90.05,0,0,0,0,0,6,E
194092,MAKACE-10528,Makita ,Hand Tools,Screwdrivers & Sets,,Makita Hand Tools,"Makita E-10528 Slotted, Phillips & Pozi Screwdriver Set (6 Pieces)",Y,Y,,N,N,0,N,#N/A,,,N/A,N,10.5,15.99,13.325,0,21.20%,52.5,346.45,5,0,5,0,0,26,D
194093,MAKACD-72855,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita D-72855 HSS TIN Drill Bit Eco Set (13 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,4.73,7.38,6.15,0,23.09%,0,301.35,0,0,0,5,0,49,D
194094,MAKACD-72849,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita D-72849 HSS TIN Drill Bit Eco Set (10 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,4.23,6.99,5.825,0,27.38%,33.86,372.8,8,0,8,0,3,64,D
194095,MAKACE-10534,Makita ,Hand Tools,Screwdrivers & Sets,,Makita Hand Tools,Makita E-10534 Torx Screwdriver Set (5 Pieces),Y,Y,,N,N,0,N,#N/A,,,N/A,N,9.74,14.61,12.175,13.88,20.00%,0,146.1,0,0,0,0,0,12,D
194096,MAKPGA038GT205,Makita ,Power Tools,Grinders,,XGT 40V | 80V Max Angle Grinders,Makita GA038GT205 40V Max XGT 230mm Angle Grinder with 2x  5.0Ah Batteries,Y,Y,,N,N,0,N,29.11.24,,,2,N,542.72,820.59,683.825,0,20.63%,0,0,0,0,0,0,0,0,F
194097,MAKPHP002GD201,Makita ,Power Tools,Combi Drills,,XGT 40V | 80V Max Combi Drills,Makita HP002GD201 40V Max XGT Brushless Combi Drill with 2x 2.5Ah Batteries,Y,Y,,N,N,0,N,29.11.24,,,2,N,308.22,454.94,379.1166667,0,18.70%,0,0,0,0,0,0,0,0,F
194098,MAKPHR009GT201,Makita ,Power Tools,SDS+ Hammer Drills,,XGT 40V | 80V Max SDS+ Hammer Drills,Makita HR009GT201 40V Max XGT Brushless Rotary Hammer with 2x 5.0Ah Batteries,Y,Y,,N,N,1,N,29.11.24,,,2,N,632.83,918.87,765.725,0,17.36%,0,0,0,0,0,0,0,0,F
194099,MAKPMP001GD103,Makita ,Power Tools,Mitre Saws,,XGT 40V | 80V Max Mitre Saws,Makita MP001GD103 40V Max XGT Inflator with 1x 2.5Ah Battery,Y,Y,,N,N,0,N,29.11.24,,,1,N,206.85,312.75,260.625,0,20.63%,0,0,0,0,0,0,0,0,F
194100,MAKPPB002GD101,Makita ,Power Tools,Band Saws,,XGT 40V | 80V Max Band Saws,Makita PB002GD101 40V Max XGT Portable Band Saw with 1x 2.5Ah Battery,Y,Y,,N,N,0,N,29.11.24,,,1,N,442.37,610.47,508.725,0,13.04%,0,1017.45,0,0,1,0,0,2,E
194101,MAKPRT001GD201,Makita ,Power Tools,Routers,,XGT 40V | 80V Max Routers,"Makita RT001GD201 40V Max XGT 1/4"" Brushless Router Trimmer with 2x 2.5Ah Batteries",Y,Y,,N,N,0,N,29.11.24,,,2,N,370.69,533.79,444.825,0,16.67%,0,0,0,0,0,0,0,0,F
194102,MAKPPT001GD201,Makita ,Power Tools,Mitre Saws,,XGT 40V | 80V Max Mitre Saws,Makita PT001GD201 40V Max XGT Brushless PIN Nailer with 2x 2.5Ah Batteries,Y,Y,,N,N,0,N,29.11.24,,,2,N,457.73,631.66,526.3833333,0,13.04%,0,0,0,0,0,0,0,0,F
194103,MAKPPV001GD201,Makita ,Power Tools,Polishers,,XGT 40V | 80V Max Polishers,Makita PV001GD201 40V Max XGT Brushless 180mm Polisher with 2x 2.5Ah Batteries,Y,Y,,N,N,0,N,29.11.24,,,2,N,452.61,624.6,520.5,0,13.04%,0,0,0,0,0,0,0,0,F
194104,MAKPTW008GD201,Makita ,Power Tools,Impact Wrenches,,XGT 40V | 80V Max Impact Wrenches,"Makita TW008GD201 40V Max XGT Brushless 1/2"" Impact Wrench with 2x 2.5Ah Batteries",Y,Y,,N,N,0,N,29.11.24,,,2,N,391.17,525.73,438.1083333,0,10.71%,0,0,0,0,0,0,0,0,F
194106,MAKPDML809/1,Makita ,Electrical & Lighting,Lighting,Site Lighting,Makita Lighting & Torches,Makita DML809 14.4V/18V/110V LXT Cordless LED Worklight 10000lm,Y,Y,,N,N,3,N,02.10.25,3,,N/A,N,159.95,236.09,196.7416667,224.28,18.70%,#N/A,196.7416667,0,5,0,0,0,1,E
194107,MAKPDML809/2,Makita ,Electrical & Lighting,Lighting,Site Lighting,Makita Lighting & Torches,Makita DML809 14.4V/18V/240V LXT Cordless LED Worklight 10000lm,Y,Y,,N,N,2,N,02.10.25,3,,N/A,N,159.95,230.33,191.9416667,0,16.67%,0,1343.591667,0,0,0,0,0,7,E
194108,MAKPMR009GZ,Makita ,Power Tools,Radios & Speakers,,XGT 40V | 80V Max Radios & Speakers,Makita MR009GZ 40V Max XGT Bluetooth DAB/DAB+ Radio with Lantern (Body Only),Y,Y,,N,N,9,N,29.11.24,,,0,N,105.84,156.22,130.1833333,132.79,18.70%,0,781.1,0,0,0,0,0,6,E
194111,MAKPHP002GZ01,Makita ,Power Tools,Combi Drills,,XGT 40V | 80V Max Combi Drills,Makita HP002GZ 40V Max XGT 13mm Brushless Combi Drill (Body Only),Y,Y,,N,N,5,N,10.04.25,,,0,Y,115.18,165.86,138.2166667,0,16.67%,0,5528.666667,0,0,0,5,0,40,D
194128,MAKPDC40RB,Makita ,Accessories,Batteries & Chargers,Batteries,XGT 40V | 80V Max Batteries & Chargers,Makita DC40RB 40V Max XGT Li-ion Twin Port Rapid Battery Charger,Y,Y,,N,N,0,N,12.05.25,3,,N/A,Y,91.15,125.79,104.825,0,13.05%,0,43187.9,7,0,7,10,3,412,B
194131,MAKITAFRAME,Makita ,Power Tools,Impact Drivers,,Makita Impact Drivers,"Makita DTD152Z 18V Impact Driver with 1x 5.0Ah Battery & Concrete Frame Screw Pack, 72 - 152mm (5000 Mixed Pack)",N,N,,N,N,1,N,#N/A,,,1,N,274.08,504.32,420.2666667,0,34.78%,0,0,0,50,0,0,0,0,F
194136,EK6100BLADE,Makita ,Power Tools,Cutters,,Makita Cut Off Saws,"Makita EK6100 305mm 2-Stroke Petrol Disc Cutter with 4x Diamond Blades, 5x Metal Cutting Disc & 2x Safety Kits",N,N,,N,N,1,N,#N/A,,,N/A,N,484.87,773.85,644.875,0,24.81%,0,0,0,0,0,0,0,0,F
194198,MAKPDBO381ZU,Makita ,Power Tools,Sanders,,Makita Orbital Sanders,Makita DBO381ZU 18V LXT Brushless Finishing Sander (Body Only),Y,Y,,N,N,3,N,05.08.24,,,0,N,165.48,238.29,198.575,0,16.67%,0,397.15,0,0,0,0,0,2,E
194199,MAKPDTW181Z,Makita ,Power Tools,Impact Wrenches,,Makita Impact Wrenches,"Makita DTW181Z 18V LXT 1/2"" Brushless Impact Wrench (Body Only)",Y,Y,,N,N,2,N,11.03.25,3,,0,N,96.26,138.61,115.5083333,0,16.66%,0,1963.641667,0,0,0,0,0,17,D
194203,MAKPDDF486Z,Makita ,Power Tools,Drill Drivers,,Makita Drill Drivers,Makita DDF486Z 18V LXT Brushless Drill Driver (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,121.86,188.63,157.1916667,169.77,22.48%,#N/A,1257.533333,0,0,0,0,0,8,E
194204,MAKPDDF490Z,Makita ,Power Tools,Drill Drivers,,Makita Drill Drivers,Makita DDF490Z 18V LXT Brushless 2-Speed Drill Driver (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,59.2,85.25,71.04166667,0,16.67%,0,497.2916667,0,0,0,0,0,7,E
194205,MAKPDFS250Z,Makita ,Power Tools,Screwdrivers,,Makita Autofeed Guns & Drywall Screwdrivers,Makita DFS250Z 18V LXT Brushless Drywall Screwdriver (Body Only),Y,Y,,N,N,3,N,#N/A,3,,0,N,194.4,279.94,233.2833333,0,16.67%,0,933.1333333,0,0,0,0,0,4,E
194206,MAKPDTD172Z,Makita ,Power Tools,Impact Drivers,,Makita Impact Drivers,Makita DTD172Z LXT 18V Brushless Impact Driver (Body Only),Y,Y,,N,N,5,N,29.05.25,,,0,Y,77.57,137.19,114.325,123.47,32.15%,#N/A,26866.375,0,0,0,0,0,235,C
194207,MAKPDFN350ZJ,Makita ,Power Tools,Nail Guns & Staple Guns,,Makita Nailers & Staple Guns,Makita DFN350ZJ 18V LXT 18G Brad Nailer in a MAKPAC Type 3 Case (Body Only),Y,Y,,N,N,2,N,02.10.25,,,0,N,306.28,441.04,367.5333333,0,16.67%,1531.4,7350.666667,5,0,5,0,0,20,D
194208,MAKPDTM52ZX2,Makita ,Power Tools,Multi-Tools,,Makita Multitools,Makita DTM52ZX2 18V LXT Cordless Multi-Tool with 51 Piece Accessory Set (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,268.29,405.65,338.0416667,0,20.63%,0,0,0,0,0,0,0,0,F
194209,MAKPDHS661ZU,Makita ,Power Tools,Circular Saws,,Makita Circular Saws,Makita DHS661ZU 18V LXT 165mm Brushless Circular Saw (Body Only),Y,Y,,N,N,2,N,02.06.25,,,0,N,232,334.08,278.4,0,16.67%,0,2227.2,0,0,0,0,0,8,E
194210,MAKPDHS782ZJ,Makita ,Power Tools,Circular Saws,,Makita Circular Saws,Makita DHS782ZJ Twin 18V LXT 190mm Brushless Circular Saw in a MAKPAC Type 4 Case (Body Only),Y,Y,,N,N,4,N,30.05.25,,,0,N,284.8,410.11,341.7583333,0,16.67%,0,1367.033333,0,0,0,0,0,4,E
194211,MAKPDHS783ZJU,Makita ,Power Tools,Circular Saws,,Makita Circular Saws,Makita DHS783ZJU 18V LXT 190mm AWS Brushless Circular Saw with MAKPAC Type 4 Case (Body Only),Y,Y,,N,N,2,N,02.06.25,,,0,N,273.6,385.78,321.4833333,0,14.89%,0,2250.383333,3,0,3,0,0,7,E
194212,MAKPDJR189Z,Makita ,Power Tools,Reciprocating Saws,,Makita Reciprocating Saws,Makita DJR189Z 18V LXT Brushless Reciprocating Saw (Body Only),Y,Y,,N,N,2,N,18.12.24,,,0,N,145.41,209.39,174.4916667,0,16.67%,145.16,5758.225,0,0,0,6,2,33,D
194213,MAKPDPO600Z,Makita ,Power Tools,Polishers,,Makita Miscellaneous,Makita DPO600Z 18V LXT Brushless Random Orbit Polisher (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,236.8,326.78,272.3166667,0,13.04%,0,816.95,0,0,0,0,0,3,E
194214,MAKPDJS800Z,Makita ,Power Tools,Mixers,,Makita Miscellaneous,Makita DJS800Z 18V LXT Brushless Cement Shear (Body Only),Y,Y,,N,N,5,N,#N/A,,,0,N,305.15,439.42,366.1833333,0,16.67%,0,1098.55,0,0,0,0,0,3,E
194225,MAKPDHP486RTJ,Makita ,Power Tools,Combi Drills,,Makita Combi Drills,Makita DHP486RTJ 18V LXT Brushless Combi Drill with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,16.04.25,,,2,N,235.92,339.72,283.1,0,16.67%,0,1415.5,0,0,0,0,0,5,E
194230,MAKGDUC307ZX2,Makita ,Gardening,Chainsaws,,Makita Chainsaws,Makita DUC307ZX2 18V LXT Brushless 300mm Chainsaw (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,163.43,200.89,167.4083333,0,2.38%,0,502.225,0,0,0,0,0,3,E
194231,MAKPDGA504Z,Makita ,Power Tools,Grinders,,Makita Grinders,Makita DGA504Z 18V LXT Brushless 125mm Angle Grinder (Body Only),Y,Y,,N,N,2,N,02.10.25,3,,0,Y,85.64,129.99,108.325,0,20.94%,9934.2,19823.475,114,0,114,0,10,183,C
194235,MAKPDTD156F001,Makita ,Power Tools,Impact Drivers,,Makita Impact Drivers,Makita DTD156 18V LXT Cordless Impact Driver with 2x 3.0Ah Batteries,Y,Y,,N,N,2,N,16.04.25,,,2,N,165.25,228.04,190.0333333,0,13.04%,0,3610.633333,0,0,0,0,0,19,D
194248,MAKPDC18WC,Makita ,Accessories,Batteries & Chargers,Chargers,Makita Batteries & Chargers,Makita DC18WC 14.4V-18V Lithium-Ion Charger,Y,Y,,N,N,0,N,#N/A,,,N/A,Y,5.78,10.06,8.383333333,0,31.05%,0,22383.5,0,0,0,0,0,2670,A+
194271,MAKPDGA469Z,Makita ,Power Tools,Grinders,,Makita Grinders,Makita DGA469Z 18V 115mm X-LOCK Brushless Angle Grinder (Body Only),Y,Y,,N,N,2,N,02.10.25,,,0,N,146.68,206.82,172.35,0,14.89%,146.68,2412.9,3,0,3,0,0,14,D
194274,MAKPDGA519Z,Makita ,Power Tools,Grinders,,Makita Grinders,Makita DGA519Z 18V 125mm X-LOCK Brushless Angle Grinder (Body Only),Y,Y,,N,N,0,N,02.10.25,,,0,N,143.36,204.72,170.6,0,15.97%,0,2388.4,0,0,0,0,0,14,D
194280,MAKPCS002GZ,Makita ,Power Tools,Circular Saws,,XGT 40V | 80V Max Circular Saws,Makita CS002GZ 40V Max XGT 185mm Cordless Metal Cutting Saw (Body Only),Y,Y,,N,N,0,N,29.11.24,,,0,Y,318.46,458.59,382.1583333,0,16.67%,0,0,0,0,0,0,0,0,F
194281,MAKACD-72235,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita D-72235 HSS-TIN Drill Bit Eco Set (25 Pieces),N,N,,N,N,0,N,#N/A,2,,N/A,N,16.59,29.06,24.21666667,26.16,31.49%,0,0,0,0,0,0,0,0,F
194282,MAKPHS009GT201,Makita ,Power Tools,Circular Saws,,XGT 40V | 80V Max Circular Saws,Makita HS009GT201 40V Max XGT Brushless 235mm Circular Saw with 2 x 5.0Ah Batteries,Y,Y,,N,N,0,N,29.11.24,,,2,N,594.94,821.02,684.1833333,0,13.04%,0,0,0,0,0,0,0,0,F
194283,MAKPDBO481Z,Makita ,Power Tools,Sanders,,Makita Orbital Sanders,Makita DB0481Z 18V LXT Finishing Sander (Body Only),Y,Y,,N,N,4,N,02.10.25,,,0,N,63.31,89.99,74.99166667,0,15.58%,189.92,2924.675,3,0,3,0,0,39,D
194284,MAKACD-72229,Makita ,Accessories,Power Tool Accessories,Drill Bits & Chisels,Makita Drill Bits,Makita D-72229 HSS-TIN Drill Bit Eco Set (19 Pieces),Y,Y,,N,N,0,N,#N/A,3,,N/A,N,9.23,13.29,11.075,0,16.66%,0,0,0,0,0,0,0,0,F
194289,MAKAC98P210,Makita ,"PPE, Workwear & Safety",Hoodies & Sweatshirts,,Makita Workwear & PPE,Makita 98P210 Black Hoodie XL,N,N,,N,N,0,N,#N/A,,,N/A,N,10,19.32,16.1,0,37.89%,0,0,0,0,0,0,0,0,F
194290,MAKACE-10512,Makita ,Hand Tools,Screwdrivers & Sets,,Makita Hand Tools,Makita E-10512 SL & PZ Screwdriver Set (6 Pieces),Y,Y,,N,N,0,N,#N/A,2,,N/A,N,9.45,14.99,12.49166667,0,24.35%,94.47,2285.975,10,0,10,0,0,183,C
194291,MAKAC98P208,Makita ,Accessories,Mugs & Flasks,,Makita Jobsite Accessories,Makita 98P218 Steel Thermal Flask Blue,N,N,,N,N,8,N,#N/A,,,N/A,N,4.1,9.39,7.825,8.92,47.60%,0,226.925,0,0,0,0,0,29,D
