r,Product SKU,Brand,Parent Category,Sub Category 1,Sub Category 2,Brand Category,Product Name,Weight,Dimensions,Optimised Description?,PDP?,Promo Badges,Number of Offer Categories,Bulk Pricing Rules?,Cross Sells Updated?,Number of Images,Filters Correct?,Batteries Included,Part of a Recipe?,Cost Price ex VAT,Selling Price inc VAT,Selling Price ex VAT,Sale Price inc VAT,Calculated Profit % Per Unit,Stock Value,Calculated Revenue ,Availabile Stock,Supplier Stock,Promotion Availability,On Order?,Total Sales this Year,Total Sales Last Year,Best Seller Status
194492,MAKGDUB362PT2,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita DUB362PT2 Twin 18V LXT Brushless Leaf Blower with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,#N/A,,,2,N,293.89,427.08,355.9,0,17.42%,0,0,0,0,0,0,0,0,F
194493,MAKGDUC256PT2,Makita ,Gardening,Chainsaws,,Makita Chainsaws,"Makita DUC256PT2 Twin 18V LXT Brushless 25 cm / 9.8"" Chainsaw with 2x 5.0Ah Batteries",Y,Y,,N,N,2,N,#N/A,,,2,N,355.33,532.99,444.1583333,0,20.00%,0,0,0,0,0,0,0,0,F
194494,MAKGDUC306PT2,Makita ,Gardening,Chainsaws,,Makita Chainsaws,"Makita DUC306PT2 Twin 18V LXT Brushless 30cm / 12"" Chainsaw with 2x 5.0Ah Batteries",Y,Y,,N,N,2,N,#N/A,,,2,N,365.57,530.8,442.3333333,514.88,17.35%,0,0,0,0,0,0,0,0,F
194495,MAKGDUR368APT2,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR368APT2 Twin 18V LXT Brushless Brush Cutter with 2x 5.0Ah Batteries,Y,Y,,N,N,4,N,14.04.25,,,2,N,382.98,528.51,440.425,0,13.04%,0,1761.7,0,0,0,0,0,4,E
194496,MAKGDUR368LPT2,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR368LPT2 Twin 18V LXT Loop Handle Brushless Brush Cutter with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,14.04.25,,,2,N,364.26,511.43,426.1916667,0,14.53%,0,2130.958333,0,0,6,0,0,5,E
194497,MAKGDUR369APT2,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR369APT2 Twin 18V LXT Brushless Brush Cutter with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,#N/A,,,2,N,393.22,566.23,471.8583333,0,16.67%,0,0,0,0,0,0,0,0,F
194498,MAKGDUR369LPT2,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR369LPT2 Twin 18V LXT Brushless Line Trimmer with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,16.06.25,,,2,N,340.94,470.49,392.075,0,13.04%,0,1176.225,0,0,8,0,0,3,E
194604,MAKGDUC307RTX2,Makita ,Gardening,Chainsaws,,Makita Chainsaws,"Makita DUC307RTX2 18V LXT 30cm/12"" Brushless Chainsaw with 1x 5.0Ah Battery",Y,Y,,N,N,6,N,#N/A,3,,1,N,275.46,373.52,311.2666667,336.17,11.50%,0,622.5333333,0,0,0,0,0,2,E
194680,MAKGDUR193RT,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR193RT 18V LXT Linetrimmer with 1x 5.0Ah Battery,Y,Y,,N,N,8,N,14.04.25,,,1,N,140.34,193.67,161.3916667,0,13.04%,0,8876.541667,0,0,4,0,1,55,D
194713,MAKPDLX2455TJ,Makita ,Power Tools,Cordless Kits,,Makita Cordless Kits,Makita DLX2455TJ 18V LXT Brushless Twin Pack with 2x 5.0Ah Batteries,Y,Y,,N,N,2,N,#N/A,,,2,N,307.46,429.97,358.3083333,0,14.19%,0,17915.41667,0,0,0,0,0,50,D
194870,MAKAC454226-0,Makita ,Accessories,Power Tool Accessories,Caulk Gun Accessories,Makita Caulking Guns,Makita 454226-0 Nozzle for BCG180RFB Caulking Gun,Y,Y,,N,N,0,N,#N/A,,,N/A,N,2.54,4.3,3.583333333,0,29.12%,0,0,0,0,0,0,0,0,F
194955,MAKPHM1317C/2,Makita ,Power Tools,Breakers & Demolition Hammers,,Makita SDS+ Rotary Hammer Drills,Makita HM1317C 30mm Hex AVT Demolition Hammer 1510W 240V,Y,Y,,N,N,0,N,30.05.25,2,,N/A,N,784,1034.88,862.4,0,9.09%,0,2587.2,0,0,0,0,0,3,E
195187,MAKPMW001GZ,Makita ,Power Tools,Misc,,XGT 40V | 80V Max Misc,Makita MW001GZ 40V Max XGT Cordless Microwave (Body Only),Y,Y,,N,N,0,N,29.11.24,,,0,N,648.81,921.59,767.9916667,0,15.52%,0,1535.983333,0,0,0,0,0,2,E
195188,MAKGLM001CZ,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita LM001CZ 36V Li-ion LXT Brushless 53cm Lawn Mower (Body Only),Y,Y,,N,N,1,N,#N/A,,,0,N,510.98,735.81,613.175,0,16.67%,0,0,0,0,0,0,0,0,F
195189,MAKGLM002JM101,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita LM002JM101 530mm 64v Brushless Lawn Mower with 1x 4.0Ah Battery,Y,Y,,N,N,2,N,07.03.25,,,1,N,150.53,293.99,244.9916667,244.01,38.56%,#N/A,262386.075,0,0,0,0,0,1071,A+
195190,MAKGDUR194ZX3,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR194ZX3 18V LXT Brushless Line Trimmer (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,113.66,150.01,125.0083333,0,9.08%,#N/A,625.0416667,0,0,0,0,0,5,E
195191,MAKGLM001CX3,Makita ,Gardening,Lawn Mowers,,Makita Lawn Mowers,Makita LM001CX3 36V Brushless Lawn Mower with 33.5Ah Back Pack Battery,Y,Y,,N,N,0,N,#N/A,,,1,N,1220.61,1699.09,1415.908333,0,13.79%,0,0,0,0,0,0,0,0,F
195192,MAKGUB001CX2,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita UB001CX2 36v Brushless Blower with 1x 33.5Ah Backpack Battery,Y,Y,,N,N,0,N,#N/A,,,1,N,953.34,1372.82,1144.016667,0,16.67%,0,0,0,0,0,0,0,0,F
195193,MAKGDUR193Z,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita DUR193Z 18V LXT Cordless Grass Line Trimmer (Body Only),Y,Y,,N,N,6,N,14.04.25,,,0,N,71.38,102.79,85.65833333,0,16.67%,285.52,66299.55,4,0,4,0,2,774,A
195194,MAKGUB002CZ,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita UB002CZ Twin 18V LXT Brushless Backpack Blower (Body Only),Y,Y,,N,N,2,N,#N/A,3,,0,N,429.06,581.8,484.8333333,0,11.50%,0,0,0,0,0,0,0,0,F
195195,MAKGUB001CZ,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita UB001CZ 36V LXT Brushless Leaf Blower (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,182.27,258.1,215.0833333,0,15.26%,0,0,0,0,0,0,0,0,F
195196,MAKGUR201CZ,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita UR201CZ 36V LXT Brushless Line Trimmer (Body Only),Y,Y,,N,N,2,N,#N/A,3,,0,N,239.62,345.05,287.5416667,0,16.67%,0,0,0,0,0,0,0,0,F
195197,MAKGUR101CZ,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita UR101CZ 36V LXT Brushless Brush Cutter (Body Only),Y,Y,,N,N,2,N,#N/A,3,,0,N,261.12,376.01,313.3416667,0,16.67%,0,313.3416667,0,0,0,0,0,1,E
195198,MAKGUR201CX1,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita UR201CX1 36V Brushless Line Trimmer with PDC1200A02 33.5Ah Portable Backpack Battery,Y,Y,,N,N,0,N,#N/A,,,1,N,891.9,1369.96,1141.633333,0,21.88%,0,0,0,0,0,0,0,0,F
195199,MAKGUB002CX3,Makita ,Gardening,Leaf Blowers,,Makita Leaf Blowers,Makita UB002CX3 36V Backpack Blower with 1x 33.5Ah Battery,Y,Y,,N,N,0,N,#N/A,,,1,N,1073.15,1506.71,1255.591667,0,14.53%,0,0,0,0,0,0,0,0,F
195200,MAKGUR101CX1,Makita ,Gardening,Grass Trimmers,,Makita Grass Trimmers,Makita UR101CX1 36V Brushless Brush Cutter with PDC1200A02 33.5Ah Portable Backpack Battery,Y,Y,,N,N,0,N,#N/A,,,1,N,1031.17,1392.08,1160.066667,0,11.11%,0,0,0,0,0,0,0,0,F
195203,MAKPDHP453SFE,Makita ,Power Tools,Combi Drills,,Makita Combi Drills,Makita DHP453SFE 18V Cordless Combi Drill with 2x 3.0Ah Batteries,Y,Y,,N,N,0,N,16.04.25,,,2,N,97.69,134.81,112.3416667,0,13.04%,#N/A,1909.808333,0,0,0,0,0,17,D
195212,MAKPRT0702CX4/2,Makita ,Power Tools,Routers,,Makita Routers,"Makita RT0702CX4/2 1/4"" Electric Router Trimmer 240V 710W",Y,Y,,N,N,0,N,#N/A,,,N/A,N,77.82,112.07,93.39166667,0,16.67%,0,0,0,0,0,0,0,0,F
195232,MAKPMR003GZ,Makita ,Power Tools,Radios & Speakers,,Makita Radios,"Makita MR003GZ 12V/14.4V/18V/40V Max XGT, LXT & CXT DAB+ Digital Jobsite Radio (Body Only)",Y,Y,,N,N,15,N,29.11.24,3,,0,Y,104.37,159.99,133.325,0,21.72%,1983.03,36797.7,18,0,18,10,10,276,C
195236,MAKPDBO480Z,Makita ,Power Tools,Sanders,,Makita Belt Sanders,"Makita DBO480Z 18V LXT 1/4"" Sheet Cordless Finishing Sander (Body Only)",Y,Y,,N,N,2,N,02.10.25,3,,0,N,66.29,99.99,83.325,0,20.44%,198.86,2833.05,3,0,3,0,0,34,D
195237,MAKPDCW180Z,Makita ,Power Tools,Misc,,Makita Jobsite Accessories,Makita DCW180Z 18V LXT Cordless Cooler & Warmer Box (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,316.42,475.54,396.2833333,0,20.15%,0,12681.06667,0,0,0,0,0,32,D
195256,MAKPMR001GZ01,Makita ,Power Tools,Radios & Speakers,,XGT 40V | 80V Max Radios & Speakers,"Makita MR001GZ01 12V/14.4V/18V/40V Max XGT, LXT & CXT AM/FM Jobsite Radio White (Body Only)",Y,Y,,N,N,5,N,29.11.24,,,0,N,91.99,132.46,110.3833333,112.59,16.66%,1379.8,16005.58333,15,0,15,0,1,145,C
195257,MAKPMR001GZ,Makita ,Power Tools,Radios & Speakers,,XGT 40V | 80V Max Radios & Speakers,"Makita MR001GZ 12V/14.4V/18V/40V Max XGT, LXT & CXT AM/FM Jobsite Radio Blue (Body Only)",Y,Y,,N,N,8,N,29.11.24,,,0,N,47.5,79.99,66.65833333,0,28.74%,#N/A,666.5833333,0,0,0,0,0,10,E
195263,MAKPDHR280ZJ,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR280ZJ Twin 18V LXT SDS+ Brushless Rotary Hammer in a Makpac Case (Body Only),Y,Y,,N,N,5,N,#N/A,,,0,N,318.4,458.5,382.0833333,0,16.67%,0,2674.583333,0,0,0,0,0,7,E
195264,MAKPDHR280ZWJ,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR280ZWJ Twin 18V Brushless LXT SDS+ Rotary Hammer with Dust Extractor in a Makpac Case (Body Only),Y,Y,,N,N,3,N,29.05.25,,,0,N,346.11,487.48,406.2333333,0,14.80%,0,406.2333333,0,0,0,0,0,1,E
195265,MAKPDHR281ZJ,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR281ZJ Twin 18V Brushless LXT SDS+ Rotary Hammer with Quick Change Chuck in a Makpac Case (Body Only),Y,Y,,N,N,3,N,#N/A,,,0,N,319.49,460.06,383.3833333,0,16.67%,0,1533.533333,0,0,0,0,0,4,E
195266,MAKPDJS161Z,Makita ,Power Tools,Nibblers,,Makita Miscellaneous,Makita DJS161Z 18V LXT 1.6mm Straight Metal Shears (Body Only),Y,Y,,N,N,2,N,#N/A,2,,0,N,280.17,403.44,336.2,0,16.67%,0,1344.8,0,0,0,0,0,4,E
195267,MAKPDCL181FZW,Makita ,Power Tools,Vacuums & Dust Extractors,,Makita Vacuums & Dust Extraction,Makita DCL181FZW 18V LXT Cordless 600ml Vacuum Cleaner White (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,51.61,74.32,61.93333333,0,16.67%,0,61.93333333,0,0,0,0,0,1,E
195268,MAKPDCL280FZ,Makita ,Power Tools,Vacuums & Dust Extractors,,Makita Vacuums & Dust Extraction,Makita DCL280FZ 18V LXT Cordless 750ml Vacuum Cleaner (Body Only),Y,Y,,N,N,3,N,02.10.25,,,0,Y,70.66,101.74,84.78333333,87.5,16.66%,0,1017.4,0,0,0,3,1,12,D
195269,MAKPDCL280FZW,Makita ,Power Tools,Vacuums & Dust Extractors,,Makita Vacuums & Dust Extraction,Makita DCL280FZW 18V LXT Cordless 750ml Vacuum Cleaner White (Body Only),Y,Y,,N,N,5,N,02.10.25,2,,0,N,75,112.77,93.975,90.22,20.19%,#N/A,1315.65,2,0,2,0,0,14,D
195271,MAKPDCL282FZ,Makita ,Power Tools,Vacuums & Dust Extractors,,Makita Vacuums & Dust Extraction,Makita DCL282FZ 18V LXT Brushless 500ml Vacuum Cleaner (Body Only),Y,Y,,N,N,3,N,02.10.25,3,,0,N,100.32,140.44,117.0333333,123.59,14.28%,300.96,1170.333333,3,0,3,0,0,10,E
195272,MAKPDHR281ZWJ,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR281ZWJ Twin 18V Brushless LXT SDS+ Rotary Hammer with Dust Extractor in a Makpac Case (Body Only),Y,Y,,N,N,3,N,#N/A,,,0,N,374.78,575.67,479.725,0,21.88%,0,0,0,0,0,0,0,0,F
195273,MAKPDPB183Z,Makita ,Power Tools,Band Saws,,Makita Bandsaws,Makita DPB183Z 18V LXT Brushless Portable Band Saw (Body Only),Y,Y,,N,N,2,N,04.04.25,3,,0,N,247.2,355.97,296.6416667,0,16.67%,0,2966.416667,0,0,0,0,0,10,E
195274,MAKPDPB184Z,Makita ,Power Tools,Band Saws,,Makita Bandsaws,Makita DPB184Z 18V LXT Brushless Portable Band Saw (Body Only),Y,Y,,N,N,2,N,04.04.25,,,0,N,219.46,316.03,263.3583333,0,16.67%,0,3950.375,0,0,0,0,0,15,D
195275,MAKPDPB182Z,Makita ,Power Tools,Band Saws,,Makita Bandsaws,Makita DPB182Z 18V LXT Compact Band Saw (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,194.4,279.94,233.2833333,0,16.67%,0,1399.7,0,0,0,0,0,6,E
195279,MAKADEAADP001G,Makita ,Accessories,Batteries & Chargers,Batteries,Makita Batteries & Chargers,Makita DEAADP001G USB Adaptor for XGT Batteries,Y,Y,,N,N,0,N,#N/A,,,N/A,N,24.89,35.84,29.86666667,0,16.66%,0,418.1333333,0,0,0,0,0,14,D
195407,MAKGDUS158Z,Makita ,Gardening,Sprayers,,Makita Garden Accessories & Parts,Makita DUS158Z 18V LXT 15L Cordless Backpack Sprayer (Body Only),Y,Y,,N,N,4,N,22.07.25,2,,0,N,193.04,277.98,231.65,0,16.67%,386.08,4401.35,2,0,2,0,0,19,D
195432,MAKPDHP481Z,Makita ,Power Tools,Combi Drills,,Makita Combi Drills,Makita DHP481Z 18V LXT Brushless Combi Drill (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,Y,92.71,139.07,115.8916667,0,20.00%,#N/A,0,0,0,0,0,0,0,F
195436,MAKPDHR183Z,Makita ,Power Tools,SDS+ Hammer Drills,,Makita SDS+ Rotary Hammer Drills,Makita DHR183Z 18V LXT Brushless 18mm SDS-Plus Rotary Hammer Drill (Body Only),Y,Y,,N,N,3,N,29.05.25,,,0,N,135.28,194.8,162.3333333,0,16.67%,405.84,8766,2,0,2,0,2,54,D
195437,MAKPDHP489Z,Makita ,Power Tools,Combi Drills,,Makita Combi Drills,Makita DHP489Z 18V LXT Brushless Compact Combi Drill (Body Only),Y,Y,,N,N,12,N,16.04.25,,,0,Y,73.56,109.99,91.65833333,0,19.75%,3972.26,83317.425,49,0,49,0,81,909,A
195438,MAKPDJV185Z,Makita ,Power Tools,Jigsaws,,Makita Jigsaws,Makita DJV185Z 18V LXT Brushless Barrel Handle Jigsaw (Body Only),Y,Y,,N,N,2,N,26.07.24,,,0,N,105.64,152.12,126.7666667,0,16.67%,105.64,13183.73333,1,0,1,6,4,104,C
195440,MAKPDTR181ZJ,Makita ,Power Tools,Misc,,Makita Miscellaneous,Makita DTR181ZJ 18V LXT Brushless Rebar Tying Tool (Body Only),Y,Y,,N,N,2,N,02.10.25,,,0,N,625.48,863.16,719.3,0,13.04%,0,22298.3,0,0,0,0,0,31,D
195441,MAKP2012NBX/2,Makita ,Power Tools,Planers,,Makita Saw Stands,Makita 2012NBX/2 304mm Planer Thicknesser with 198689-7 Stand 1650W 230V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,486.4,735.44,612.8666667,0,20.64%,0,0,0,0,0,0,0,0,F
195442,MAKP2012NBX/1,Makita ,Power Tools,Planers,,Makita Saw Stands,Makita 2012NBX/1 304mm Planer Thicknesser with 198689-7 Stand 1650W 110V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,575.49,828.7,690.5833333,0,16.67%,0,0,0,0,0,0,0,0,F
195443,MAKPAF601,Makita ,Power Tools,Nail Guns & Staple Guns,,Makita Nailers & Staple Guns,Makita AF601 16G Air Brad Nailer,Y,Y,,N,N,0,N,#N/A,2,,N/A,N,97.28,145.92,121.6,0,20.00%,0,0,0,0,0,0,0,0,F
195444,MAKPAF506,Makita ,Power Tools,Nail Guns & Staple Guns,,Makita Nailers & Staple Guns,Makita AF506 18 Gauge 15-50mm Air Brad Nailer in a Carry Case,Y,Y,,N,N,0,N,#N/A,,,N/A,N,60.42,89.17,74.30833333,0,18.69%,0,0,0,0,0,0,0,0,F
195445,MAKPSK700DZ,Makita ,Power Tools,Laser Tools,,Makita Measurement Tools,Makita SK700DZ 12V Max CXT Red Multi-Line Laser (Body Only),Y,Y,,N,N,1,N,02.10.25,,,0,N,308.18,443.78,369.8166667,417.16,16.67%,0,21819.18333,0,0,0,3,0,59,D
195446,MAKPAN613,Makita ,Power Tools,Nail Guns & Staple Guns,,Makita Nailers & Staple Guns,Makita AN613 38–65mm Air Coil Nailer,Y,Y,,N,N,0,N,#N/A,,,N/A,N,183.3,251.85,209.875,0,12.66%,0,0,0,0,0,0,0,0,F
195447,MAKPLH1201FL/2,Makita ,Power Tools,Mitre Saws,,Makita Table Saws,Makita LH1201FL/2 305mm Table/Mitre Saw 1650W 240V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,350.21,495.89,413.2416667,0,15.25%,0,0,0,0,0,0,0,0,F
195448,MAKPDMR116,Makita ,Power Tools,Radios & Speakers,,Makita Radios,Makita DMR116 14.4/18V LXT & G FM/AM Jobsite Radio (Body Only),Y,Y,,N,N,12,N,#N/A,,,0,Y,56.32,81.18,67.65,0,16.75%,0,7035.6,0,0,0,3,0,104,C
195449,MAKPDHW080ZK,Makita ,Gardening,Pressure Washers,,Makita Pressure Washers,Makita DHW080ZK Twin 18V LXT Brushless Pressure Washer (Body Only),Y,Y,,N,N,1,N,22.07.25,,,0,N,336.98,465.03,387.525,0,13.04%,0,1550.1,0,0,0,0,0,4,E
195450,MAKPLH1201FL/1,Makita ,Power Tools,Mitre Saws,,Makita Table Saws,Makita LH1201FL/1 305mm Table/Mitre Saw 1650W 110V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,350.21,495.89,413.2416667,0,15.25%,0,0,0,0,0,0,0,0,F
195451,MAKPDSC102ZJ,Makita ,Power Tools,Cutters,,Makita Miscellaneous,Makita DSC102ZJ 18V LXT Brushless Threaded Rod Cutter in a Makpac Case (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,351.2,502.36,418.6333333,0,16.11%,0,0,0,0,0,0,0,0,F
195452,MAKPDSC121ZKX1,Makita ,Power Tools,Cutters,,Makita Miscellaneous,Makita DSC121ZKX1 18V LXT Brushless Threaded Rod Cutter (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,1176.58,1623.67,1353.058333,0,13.04%,0,0,0,0,0,0,0,0,F
195453,MAKPDSC163ZK,Makita ,Power Tools,Cutters,,Makita Miscellaneous,Makita DSC163ZK 18V LXT Brushless Steel Rebar Cutter in a Carry Case (Body Only),Y,Y,,N,N,2,N,#N/A,3,,0,N,1341.44,1851.19,1542.658333,0,13.04%,0,0,0,0,0,0,0,0,F
195454,MAKPDSC191Z,Makita ,Power Tools,Cutters,,Makita Miscellaneous,Makita DSC191Z 18V LXT Steel Rebar Cutter in a Carry Case (Body Only),Y,Y,,N,N,2,N,#N/A,3,,0,N,1645.57,2270.88,1892.4,0,13.04%,0,0,0,0,0,0,0,0,F
195456,MAKPDSC251ZK,Makita ,Power Tools,Cutters,,Makita Miscellaneous,Makita DSC251ZK 18V LXT Brushless Steel Rod Cutter in a Carry Case (Body Only),Y,Y,,N,N,2,N,#N/A,3,,0,N,838.8,1207.87,1006.558333,0,16.67%,0,0,0,0,0,0,0,0,F
195457,MAKPJS3201J/2,Makita ,Power Tools,Nibblers,,Makita Nibblers,Makita JS3201J 3.2mm Metal Shear 710W 240V in MakPac Case,Y,Y,,N,N,0,N,#N/A,,,N/A,N,265.22,413.74,344.7833333,0,23.08%,0,0,0,0,0,0,0,0,F
195458,MAKPDVP181ZK,Makita ,Power Tools,Vacuums & Dust Extractors,,Makita Miscellaneous,Makita DVP181ZK Twin 18v LXT Vacuum Pump (Body Only),Y,Y,,N,N,2,N,#N/A,3,,0,N,459.78,689.66,574.7166667,0,20.00%,0,0,0,0,0,0,0,0,F
195459,MAKPHP488DWAX4,Makita ,Power Tools,Combi Drills,,Makita Combi Drills,Makita HP488DWAX4 18V G-Series Combi Drill with 1x 2.0Ah Battery & Tool Chest with 70-Piece Drill Bit Set,Y,Y,,N,N,0,N,#N/A,,,1,N,138.24,118.79,98.99166667,0,-39.65%,0,0,0,0,0,0,0,0,F
195460,MAKPHM1511/1,Makita ,Power Tools,Breakers & Demolition Hammers,,Makita Miscellaneous,Makita HM1511/1 AVT Electric Breaker 110V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,931.2,1229.18,1024.316667,0,9.09%,0,4097.266667,0,0,0,0,0,4,E
195462,MAKPHP488DWA,Makita ,Power Tools,Combi Drills,,Makita Combi Drills,Makita HP488DWA 18V G-Series Combi Drill with 1x 2.0Ah Battery & Case,Y,Y,,N,N,0,N,#N/A,3,,1,N,59.39,85.52,71.26666667,0,16.67%,0,0,0,0,0,0,0,0,F
195473,MAKAC98P223M,Makita ,"PPE, Workwear & Safety",Hoodies & Sweatshirts,,Makita Workwear & PPE,Makita 98P223 XGT Hoodie (Size M),N,N,,N,N,0,N,#N/A,,,N/A,N,12,24.19,20.15833333,0,40.47%,0,0,0,0,0,0,0,0,F
195474,MAKAC98P223XXL,Makita ,"PPE, Workwear & Safety",Hoodies & Sweatshirts,,Makita Workwear & PPE,Makita 98P223 XGT Hoodie (Size XXL),N,N,,N,N,0,N,#N/A,,,N/A,N,12,24.19,20.15833333,0,40.47%,0,0,0,0,0,0,0,0,F
195475,MAKPAC001GT201,Makita ,Power Tools,Compressors,,XGT 40V | 80V Max Compressors,Makita AC001GT201 40V Max XGT Brushless Air Compressor with 2x 5.0Ah Batteries,Y,Y,,N,N,0,N,29.11.24,,,2,N,582.66,818.05,681.7083333,0,14.53%,0,1363.416667,0,0,0,0,0,2,E
195476,MAKPAC001GZ,Makita ,Power Tools,Compressors,,XGT 40V | 80V Max Compressors,Makita AC001GZ 40V Max XGT Brushless Air Compressor (Body Only),Y,Y,,N,N,0,N,29.11.24,,,0,Y,304.8,438.91,365.7583333,0,16.67%,0,3657.583333,0,0,0,0,0,10,E
195482,MAKPDC40RC,Makita ,Accessories,Batteries & Chargers,Batteries,XGT 40V | 80V Max Batteries & Chargers,Makita DC40RC 40V Max XGT Battery Charger 240V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,32.77,52.3,43.58333333,0,24.81%,0,0,0,0,0,0,0,0,F
195483,MAKPDC40RC/1,Makita ,Accessories,Batteries & Chargers,Batteries,XGT 40V | 80V Max Batteries & Chargers,Makita DC40RC 40V Max XGT Battery Charger 110V,Y,Y,,N,N,0,N,#N/A,,,N/A,N,35.84,55.05,45.875,0,21.87%,0,0,0,0,0,0,0,0,F
195484,MAKPDK0172G201,Makita ,Power Tools,Cordless Kits,,XGT 40V | 80V Max Cordless Kits,Makita DK0172G201 40V Max XGT Brushless Twin Pack with 2x 2.5Ah Batteries,Y,Y,,N,N,0,N,29.11.24,,,2,N,378.88,581.96,484.9666667,0,21.88%,0,0,0,0,0,0,0,0,F
195485,MAKPVC006GMT21,Makita ,Power Tools,Vacuums & Dust Extractors,,XGT 40V | 80V Max Vacuums & Dust Extractors,Makita VC006GMT21 Twin 40V Max XGT Brushless M-Class Dust Extractor with 2x 5.0Ah Batteries,Y,Y,,N,N,0,N,29.11.24,,,2,N,1128.45,1584.34,1320.283333,0,14.53%,0,0,0,0,0,0,0,0,F
195490,MAKACE-15322,Makita ,Accessories,Tool Storage,,Makita Tool Storage,Makita E-15322 Knife & Secateur Holder,Y,Y,,N,N,0,N,#N/A,3,,N/A,N,9.04,13.02,10.85,0,16.68%,0,151.9,0,0,0,0,0,14,D
195538,MAKPDAS180Z,Makita ,Power Tools,Vacuums & Dust Extractors,,Makita Miscellaneous,Makita DAS180Z 18V LXT Brushless Dust Blower (Body Only),Y,Y,,N,N,2,N,02.10.25,,,0,N,90,129.24,107.7,0,16.43%,90,12062.4,1,0,1,60,4,112,C
195565,MAKPDLX2336S,Makita ,Power Tools,Cordless Kits,,Makita Cordless Kits,Makita DLX2336S 18V LXT Cordless Twin Kit with 2x 3.0Ah Batteries,Y,Y,,N,N,2,N,#N/A,,,2,N,188.63,305.57,254.6416667,259.74,25.92%,#N/A,21389.9,0,0,11,0,0,84,D
195612,MAKGDUC101Z,Makita ,Gardening,Chainsaws,,Makita Chainsaws,Makita DUC101Z 18V LXT Brushless 100mm Pruning Saw (Body Only),Y,Y,,N,N,2,N,#N/A,,,0,N,122.5,176.4,147,167.58,16.67%,#N/A,0,0,0,0,0,0,0,F
195727,MAKACB-06292,Makita ,Accessories,Power Tool Accessories,Jigsaw Blades,Makita Jigsaw Blades,Makita B-06292 Super Express Jigsaw Blades (3 Pack),Y,Y,,N,N,1,Y,#N/A,3,,N/A,N,2.14,3.86,3.216666667,0,33.47%,15.01,318.45,7,0,7,0,0,99,D
195732,MAKPDLX2221ST,Makita ,Power Tools,Cordless Kits,,Makita Cordless Kits,Makita DLX2221ST 18V LXT Brushless Twin Kit with 2x 5.0Ah Batteries,Y,Y,,N,N,1,N,#N/A,,,2,N,203.78,250.02,208.35,0,2.19%,0,0,0,0,0,0,0,0,F
195739,MAKPMR007GZ,Makita ,Power Tools,Radios & Speakers,,XGT 40V | 80V Max Radios & Speakers,Makita MR007GZ 12V/14.4V/18V/40V Max XGT Bluetooth DAB/DAB+ Jobsite Radio (Body Only),Y,Y,,N,N,7,N,29.11.24,,,0,N,130,186.97,155.8083333,0,16.56%,520,24461.90833,4,0,4,60,3,157,C
